ANO_CINEMATOGRAFICO,QTDE_TIT_DIF_EXIB,PUBLICO,RENDA,DATA_HORA_SESSAO,DIAS_FUNCIONAMENTO,REG_EMPRESA,REGISTRO_COMPLEXO,REGISTRO_SALA,SALAS_GRUPO_INFERIDO,ASSENTOS_GRUPO_INFERIDO,OBRIGAÇÃO_TOTAL_POR_SALA,OBRIGAÇÃO_TOTAL_INCREMENTO_POR_SALA,OBRIGAÇÃO_PROP_POR_SALA,OBRIGAÇÃO_PROP_INCREMENTO_POR_SALA,OBRIGAÇÃO_FINAL_POR_SALA,CUMPRIMENTO_PROP_TRUNCADO,CUMPRIMENTO_NORMALIZADO,TRANSF_ORIGEM,TRANSF_RECEBIDOS,CUMPRIMENTO_PROPORCIONAL,CUMPRIMENTO_LINEAR,CUMPRIMENTO_TRIWEIGHT,REGISTRO_GRUPO
2017,27,15907,187919.9879880621,363,217,1,1,1,1.0,155.0,28.0,28.0,28.0,28.0,28.0,0.8966836734693878,0.37885690806494104,0.0,0.0,0.6785714285714286,0.6785714285714286,0.6785714285714286,d79cd94133fa46cdac87e637ddc41751
2017,51,147425,1392751.9742573495,4063,359,1,1,3,3.0,331.0,42.0,42.0,42.0,42.0,42.0,0.8425296044343663,0.36873622388294003,0.0,0.0,0.6031746031746031,0.6031746031746031,0.6031746031746031,592ba3c8cdef4f9ebc353f49de812dd1
2017,86,216443,2675586.457872544,6436,364,1,1,6,6.0,1027.0,63.0,63.0,53.42376583333333,53.42376583333333,53.42333333333334,0.982037611711182,0.3953753439792632,0.0,0.0,1.1340238347788107,0.8659761652211893,0.8659761652211893,5b790ed366b745cc9724a616e819b7a6
2017,68,41998,660506.4804391878,1869,314,1,1,2,2.0,197.0,35.0,35.0,34.999998,34.999998,35.0,0.8824489795918368,0.3761700250916031,0.0,0.0,0.6571428571428571,0.6571428571428571,0.6571428571428571,d11d831299d64a798246b1d3997803d8
2017,38,59088,882867.3728525738,1758,280,1,1,2,2.0,296.0,35.0,35.0,34.999998,34.999998,35.0,0.26530612244897944,0.2762951855345007,0.0,0.0,0.14285714285714285,0.1428571428571428,0.1428571428571428,42f093a5f463480b8491f690baa55e77
2017,36,35546,434304.99822460645,1128,346,1,1,1,1.0,210.0,28.0,28.0,28.0,28.0,28.0,0.20280612244897955,0.2677944763458458,0.0,0.0,0.10714285714285714,0.1071428571428571,0.1071428571428571,6c871e799f9040ce91bc1ce990b008f6
2017,25,6849,58303.06101679726,234,148,1,1,1,1.0,251.0,28.0,28.0,28.0,28.0,28.0,0.75,0.3520653267642995,0.0,0.0,0.5,0.5,0.5,2fb20cfe843444cf90d1fac9e6da9541
2017,36,19721,284750.38272548397,1172,359,1,1,1,1.0,215.0,28.0,28.0,28.0,28.0,28.0,0.17059948979591846,0.2635166333548363,0.0,0.0,0.08928571428571429,0.0892857142857143,0.0892857142857143,e7c8d65c4456466b898e6eb95269c35e
2017,29,10604,204245.8146552081,834,267,1,1,1,1.0,127.0,28.0,28.0,28.0,28.0,28.0,0.17059948979591846,0.2635166333548363,0.0,0.0,0.08928571428571429,0.0892857142857143,0.0892857142857143,80f50133ec1e404cb069cdc6ea121a10
2017,57,21560,305136.16018303914,2014,289,1,1,2,2.0,300.0,35.0,35.0,34.999998,34.999998,35.0,0.4375,0.30113743215480443,0.0,0.0,0.25,0.25,0.25,cd537668171a44768dc3a3a2a8aad5c4
2017,32,50791,726415.961638296,917,468,1,2,2,2.0,698.0,28.0,28.0,24.0876715,24.0876715,24.09,0.2871005212396228,0.2793224938972516,0.0,0.0,0.15566625155666253,0.15566625155666247,0.15566625155666247,35b9b5d1ad6949e4b66f99f3fcd324e9
2017,94,167563,1448848.232301114,5270,364,1,1,3,3.0,568.0,42.0,42.0,42.0,42.0,42.0,0.6118512219702696,0.3285675198763269,0.0,0.0,0.37698412698412703,0.37698412698412703,0.37698412698412703,1cb0a72be9324641b4f9c2f0037b14da
2017,62,66987,903201.1625124217,2942,362,1,1,3,3.0,545.0,42.0,42.0,34.27762833333333,34.27762833333333,34.276666666666664,0.7791009141291719,0.3572254885008835,0.0,0.0,0.5300009724788486,0.5300009724788486,0.5300009724788486,386a05c1ae8f4aa08637fbe38b7a3d3a
2017,5,825,5396.258075076242,41,66,1,1,1,1.0,120.0,28.0,28.0,22.936987,22.936987,22.94,0.3802041488010497,0.2926328700699481,0.0,0.0,1.7872711421098515,0.21272885789014828,0.21272885789014828,2901917757884827a55e069dfe9fa152
2017,51,211967,2170425.154541572,4533,362,1,1,3,3.0,736.0,42.0,42.0,42.0,42.0,42.0,0.7770061728395061,0.3568515368778029,0.0,0.0,0.5277777777777778,0.5277777777777778,0.5277777777777778,2dc04068b1c24cec813d084a246c9025
2017,62,85312,1133567.7269127783,3172,362,1,1,3,3.0,405.0,42.0,42.0,42.0,42.0,42.0,0.6456916099773242,0.3341742457373292,0.0,0.0,0.4047619047619048,0.4047619047619048,0.4047619047619048,3468fd01ea9c440e8ecd2bf022dfa1b1
2017,25,6041,104217.88207578313,395,201,1,1,1,1.0,206.0,28.0,28.0,26.542465999999997,26.542465999999997,26.54,0.3103617465553693,0.28259015122383624,0.0,0.0,0.16955538809344387,0.16955538809344384,0.16955538809344384,6285c32805444c9ea30c0ee925dac792
2017,32,42551,521902.8889206459,1464,234,1,1,2,2.0,326.0,35.0,35.0,34.999998,34.999998,35.0,0.5867346938775511,0.32446708327726576,0.0,0.0,0.35714285714285715,0.3571428571428572,0.3571428571428572,79ec9c2382d04741aabd37ada583dbe3
2017,5,2610,27988.42064960481,83,46,1,1,1,1.0,512.0,28.0,28.0,8.361644,8.361644,8.36,0.0,0.24197072451914334,0.0,0.0,0.0,0.0,0.0,f2866112d4094444baa8a51a8d228875
2017,8,11126,138578.23627289018,237,64,1,1,1,1.0,730.0,28.0,28.0,28.0,28.0,28.0,0.0,0.24197072451914334,0.0,0.0,0.0,0.0,0.0,f894c33872f440a78aea63bd9cb18a16
2017,48,49544,688724.794733964,1514,280,1,1,2,2.0,357.0,35.0,35.0,26.561642499999998,26.561642499999998,26.56,0.599429202124764,0.32653310816580183,0.0,0.0,0.3670933734939759,0.3670933734939759,0.3670933734939759,efcb2f029efe468394195bf9227d7613
2017,35,30758,467333.7147325338,1077,213,1,1,2,2.0,256.0,35.0,35.0,23.2821905,23.2821905,23.28,0.0,0.24197072451914334,0.0,0.0,0.0,0.0,0.0,442e2175a5e54121a194f207e8e966d6
2017,6,1542,23214.151930403412,102,45,1,1,1,1.0,110.0,28.0,28.0,9.665754,9.665754,9.67,0.5928847414524179,0.3254663628934644,0.0,0.0,0.3619441571871768,0.3619441571871769,0.3619441571871769,c5b25a1f3ecc45ce9333bb115a50d2e4
2017,3,32,211.45842740508414,4,23,1,1,1,1.0,30.0,28.0,28.0,5.216438,5.216438,5.22,0.0,0.004135412132674773,0.0,0.0,4.022988505747127,0.0,0.0,d0aba31e25a549c0bffc846057b5adb4
2017,4,2031,27580.73125009541,148,23,1,1,2,2.0,360.0,35.0,35.0,2.589041,2.589041,2.59,0.0,0.24197072451914334,0.0,0.0,0.0,0.0,0.0,9ea7860ad1e349f4851997955f8e7336
2017,3,772,8595.374345734115,24,5,1,1,2,2.0,254.0,35.0,35.0,5.408219,5.408219,5.41,0.0,0.24197072451914334,0.0,0.0,0.0,0.0,0.0,0ae34b1982704f34bd780e73454edc5f
2017,88,374756,5231198.136686534,16637,2417,9,9,22,22.0,4968.0,43.75,43.75,34.59725983333333,34.59725983333333,34.59708333333334,0.8713424063588453,0.3740868347558621,0.0,0.0,0.6413112858742909,0.6413112858742909,0.6413112858742909,e829850bf257416e810e8540ecee312d
2017,49,78859,817800.0743327527,2049,559,2,2,3,3.0,998.0,32.666666666666664,32.666666666666664,28.703195,28.703195,28.70333333333333,0.6943044023289168,0.3423963372552834,0.0,0.0,0.4471025432586227,0.44710254325862253,0.44710254325862253,5ecde6a0c8434916b27fbbc20b6d3e38
2017,99,12713028,160396682.4001992,163490,10099,4,29,145,145.0,35456.0,56.94482758620689,59.04482758620689,53.82224035862069,55.92224035862069,55.92220689655172,0.7878654112561959,0.3587943744981672,0.0,0.0,0.5394192918241104,0.5394192918241104,0.5394192918241104,1080eda6bf034c8b8e7d7a0d93d337cf
2017,136,3273379,50367990.867449574,110842,9279,1,26,86,86.0,18097.0,47.534883720930225,47.55232558139535,47.4340870116279,47.45152887209301,47.45151162790698,0.8055872983573982,0.36198775850018783,0.0,0.0,0.5590774425790831,0.5590774425790831,0.5590774425790831,9a1ed9078a614a25989cf4fe0f50a9c7
2017,127,1702485,22636421.803837635,72893,6250,11,21,77,77.0,15637.0,50.68354430379746,51.018987341772146,43.37596620253164,43.71140924050633,43.711392405063286,0.7398799138946346,0.3502883606076005,0.0,0.0,0.4899803081200047,0.4899803081200047,0.4899803081200047,9a74b77ecd5b4585915feac0867e172b
2017,53,306566,3425219.8820708073,7150,3304,1,11,15,15.0,3806.0,31.73333333333333,31.73333333333333,25.32785313333333,25.32785313333333,25.327333333333332,0.9940072163583134,0.39774868215251097,0.0,0.0,0.9225869284830616,0.9225869284830616,0.9225869284830616,61e3a313bedb463380f0f2b613281ea7
2017,85,668556,7252989.339750735,35894,5427,10,15,28,28.0,4411.0,38.0,38.0,37.9999985,37.9999985,38.0,0.6872835872576177,0.34119649377473665,0.0,0.0,0.4407894736842105,0.4407894736842105,0.4407894736842105,d5aa9d166fc94d919cd6b222544def88
2017,59,103033,1224087.5828868551,1925,891,1,3,3,3.0,1122.0,28.0,28.0,28.0,28.0,28.0,0.6167800453514739,0.32937824408225186,0.0,0.0,0.3809523809523809,0.3809523809523809,0.3809523809523809,475d94eb1607487da9eb07206d5bf269
2017,73,51299,761942.171736765,2319,934,1,3,3,3.0,1380.0,28.0,28.0,28.0,28.0,28.0,0.8313137755102041,0.3666741699953168,0.0,0.0,0.5892857142857143,0.5892857142857143,0.5892857142857143,5ac37e32a5154b3a9a72aa1a97cc5411
2017,17,2588,30645.72827723392,631,159,1,1,1,1.0,49.0,35.0,35.0,26.561642499999998,26.561642499999998,26.56,0.0,0.24197072451914334,0.0,0.0,0.0,0.0,0.0,e53d34eaed474841bf260c9e7a7a7464
2017,46,104870,1652006.2477029227,3995,708,1,2,4,4.0,980.0,35.0,35.0,34.999998,34.999998,35.0,0.8101530612244898,0.36281507760965503,0.0,0.0,0.5642857142857143,0.5642857142857143,0.5642857142857143,1078c940839345fdb856a63a2093ef6b
2017,206,3133441,48802198.82976506,72166,3916,1,12,67,67.0,13272.0,58.691176470588225,58.772058823529406,58.69116997058825,58.77205232352941,58.772058823529406,0.9997929972787242,0.3989009914693624,315.0,315.0,0.9856124108595021,0.9856124108595021,0.9856124108595021,a41d349b804f467b8d3c6791d41bc84b
2017,178,3544440,51638079.65635433,97112,5559,8,16,83,83.0,16761.0,57.686746987951814,57.813253012048186,56.05083390361445,56.17733992771085,56.17734939759036,0.9918002817514728,0.39731002155510137,0.0,0.0,0.9094477043442454,0.9094477043442454,0.9094477043442454,eaf52ba7aab9410cb32563ec7ec1e958
2017,38,67014,861431.8299406429,1926,364,1,1,2,2.0,649.0,35.0,35.0,34.999998,34.999998,35.0,0.9183673469387754,0.3829867599442122,0.0,0.0,1.2857142857142858,0.7142857142857142,0.7142857142857142,12dfc84971d24113b6da36a66ef95afe
2017,87,277375,3238453.569166729,8284,726,2,2,6,6.0,1192.0,44.33333333333334,44.5,44.33333083333333,44.4999975,44.5,0.9370309584928952,0.3865774457372608,0.0,0.0,0.7490636704119851,0.7490636704119851,0.7490636704119851,a0040be14ab6475595087e8d70847968
2017,112,1482201,20941263.52884258,48971,3638,1,10,45,45.0,8385.0,54.22222222222222,54.5,54.22221713333333,54.49999491111111,54.5,0.9989492092884064,0.3987327330325064,108.5,108.5,0.9675840978593272,0.9675840978593272,0.9675840978593272,02542e3c514e4cbebdba5d8e0aabea94
2017,206,40382999,786659029.0024922,740681,31478,5,88,645,645.0,147202.0,57.874418604651154,57.92248062015504,56.71010750387599,56.75816951937986,56.345720930232574,0.9980166951911286,0.3985468644198495,2348.0,2082.0,1.044534310468126,0.955465689531874,0.955465689531874,d42e63f42b284087b8527085242b6344
2017,56,137921,1288558.4827858615,3007,917,3,4,4,4.0,642.0,28.0,28.0,22.9561645,22.9561645,22.955,0.35364143980430873,0.2887720046982546,0.0,0.0,0.19603572206490966,0.1960357220649096,0.1960357220649096,7035fc36193c4b9c8381482c31b2a829
2017,57,61715,595033.6774000889,2352,598,2,2,3,3.0,540.0,32.666666666666664,32.666666666666664,32.66666533333333,32.66666533333333,32.666666666666664,0.7019731361932529,0.3437117306874738,0.0,0.0,0.4540816326530612,0.4540816326530612,0.4540816326530612,1ecd91b56dcb4056ad1b67ca38b6c0ac
2017,117,218055,2031721.5943258307,11936,726,1,2,10,10.0,2282.0,56.7,56.75,53.846302,53.89630200000001,53.896,0.896417684423102,0.3788065255214889,0.0,0.0,0.6781579337984266,0.6781579337984266,0.6781579337984266,dd6e101d02be45118a040c68dfb49e5f
2017,99,885470,11665330.155480077,20206,1836,4,6,18,18.0,3254.0,47.444444444444436,47.47222222222222,46.26818733333334,46.295965111111116,46.29611111111111,0.9268854182685161,0.3846213927227037,0.0,0.0,0.7296029184116737,0.7296029184116737,0.7296029184116737,52fd027a536c4478a9e0ce9c0ebec471
2017,193,20695685,387833950.8666358,404085,17294,1,49,369,369.0,77541.0,58.99728997289972,59.34417344173442,58.14708930623309,58.493972775067775,58.4939837398374,0.999996854651832,0.3989416529957407,1203.7,1203.7,0.9982264870544676,0.9982264870544676,0.9982264870544676,f3a37637eaad4068a6b454dba648dbca
2017,103,1678846,23184592.481139053,35678,4059,4,12,37,37.0,6557.0,44.64864864864865,44.689189189189186,39.60533086486487,39.64587140540541,39.645945945945954,0.9946693775437156,0.3978803908238335,76.0,76.0,1.0730111118685663,0.9269888881314337,0.9269888881314337,b5ecaf242a2d4a6cbacd0299a89d379d
2017,191,6813922,119680567.41757514,176186,9300,10,26,152,152.0,30883.0,59.342105263157904,59.37171052631579,58.00798559210526,58.03759085526315,58.037631578947384,0.9999933669981926,0.3989409573111933,364.0,364.0,0.9974245385253668,0.9974245385253668,0.9974245385253668,b93c6150d5204c5cb59b99e91feb312f
2017,88,527084,7826879.598383747,27724,1814,1,5,21,21.0,3627.0,50.52173913043478,50.69565217391305,47.72840830434782,47.90232134782609,47.90217391304348,0.8870661806317269,0.37703945460368393,0.0,0.0,0.6639437258906286,0.6639437258906286,0.6639437258906286,fd1dad9dfa974f4898f6b85c2cfe62b8
2017,301,2718396,54583641.772793956,77869,4612,6,14,71,71.0,11564.0,53.59154929577465,53.59154929577465,52.72467363380282,52.72467363380282,56.471126760563386,0.9987798966420092,0.3986989792141461,269.5,535.5,1.0349299779271472,0.9650700220728528,0.9650700220728528,c765233a79b34a1ca7c69f2fddd36d5b
2017,187,567556,10754284.767021174,16859,1803,3,5,17,17.0,1897.0,48.58823529411765,48.58823529411765,48.22724094117648,48.22724094117648,48.227058823529404,0.9977787633069476,0.3984994537368408,0.0,0.0,1.0471299978045032,0.9528700021954968,0.9528700021954968,2bdce0bcf85442158a4db76cd76ae7fd
2017,186,2954142,57294697.57799629,67130,3598,2,10,53,53.0,11946.0,59.24528301886792,59.33018867924528,58.90658967924529,58.99149533962265,58.99150943396226,0.9825468228694744,0.39547602156369055,0.0,0.0,0.8678895267947098,0.8678895267947098,0.8678895267947098,84d420887fca4acc86c61a38a57e07fe
2017,82,383385,6317389.874778517,14152,1740,1,5,15,15.0,2369.0,42.0,42.0,40.158905,40.158905,40.15866666666667,0.9999411775833766,0.3989305471994642,0.0,0.0,1.0076695773432054,0.9923304226567946,0.9923304226567946,9fa6703ae2b7466c85fc89b82ac7bd91
2017,82,1052969,15970065.99731107,43989,4644,2,14,40,40.0,7404.0,44.45,44.55,42.01054655,42.11054655,42.1105,0.7345036140767492,0.3493479974677409,0.0,0.0,0.4847365858871303,0.4847365858871302,0.4847365858871302,6a070e7832a142c48d34418e2f9a5a9b
2017,31,9513,97341.88855509019,785,456,3,3,4,7.0,1019.0,29.75,29.75,17.888355625,17.888355625,17.88875,0.9928394179936896,0.3975165048129125,0.0,0.0,0.9153797777933058,0.9153797777933058,0.9153797777933058,33ad264f782645ffbfe8df87ded1b5f8
2017,237,12414834,237382563.8423778,209569,11871,4,34,196,196.0,41224.0,57.63265306122449,57.69132653061224,56.36386798469388,56.42254145408163,56.42204081632653,0.9970633658568494,0.3983569364809463,391.6,391.5,1.054190720083337,0.9458092799166632,0.9458092799166632,7f03bb7515e54cb2a06a28f324ed977c
2017,65,269503,3162083.439964016,11873,1648,1,5,13,13.0,1898.0,40.92307692307692,40.92307692307692,32.110010076923075,32.110010076923075,32.11,0.6859458577891101,0.3409683557778353,0.0,0.0,0.4395946625781568,0.4395946625781568,0.4395946625781568,13de11733c014383aef3f3c5ddd5e57d
2017,124,1116002,11032989.379122427,58270,4042,3,17,67,67.0,11509.0,50.77611940298507,50.93283582089552,26.32836402985075,26.4850804477612,26.48507462686568,0.8610342775112916,0.3721637272765427,0.0,0.0,0.6272189349112425,0.6272189349112425,0.6272189349112425,b7569639db974fc5a71a681db3115350
2017,58,215012,2912117.8060589517,14281,1953,5,7,19,19.0,2276.0,40.526315789473685,40.526315789473685,29.043691947368426,29.043691947368426,29.04315789473684,0.8362201893723021,0.3675748018770896,0.0,0.0,0.5953028161356965,0.5953028161356965,0.5953028161356965,e1fdcb3c854741b2a181539b4e79e1b2
2017,58,86102,1761434.5661484292,5272,925,2,4,6,6.0,912.0,32.666666666666664,32.666666666666664,29.75159683333333,29.75159683333333,29.75166666666667,0.5134994156324884,0.3128007647727093,0.0,0.0,0.3025040613971205,0.3025040613971206,0.3025040613971206,e9f1f8f020f444cba03fbaf7393aa4eb
2017,146,3245169,43572947.94269442,52296,3632,6,10,46,46.0,9802.0,54.6304347826087,54.79347826086956,53.95503726086956,54.11808073913043,54.11826086956522,0.9964626978082524,0.3982373143033099,35.0,35.0,1.0594752233434026,0.9405247766565974,0.9405247766565974,644c30bee31c4adf86ac83d3c38d4e55
2017,111,1312878,11468395.67033754,45430,4384,2,13,50,50.0,8037.0,50.12,50.39,46.40712476,46.67712476,46.6774,0.8673975112594923,0.3733496953187097,0.0,0.0,0.6358537536366636,0.6358537536366636,0.6358537536366636,4350dd1532c34615b03f6315fdbb56bf
2017,100,1269963,14084116.648685044,19575,1455,3,4,16,16.0,3241.0,50.555555555555564,50.555555555555564,49.5753408888889,49.5753408888889,49.575555555555546,0.9829969341990806,0.3955650356988293,3.5,3.5,0.869604195616119,0.869604195616119,0.869604195616119,77f4c0e96c0c4affb08b664bd8008960
2017,57,139623,1473345.1257736243,4876,1202,1,4,9,9.0,953.0,37.333333333333336,37.333333333333336,37.333332,37.333332,37.333333333333336,0.9352479272959184,0.3862329594946081,0.0,0.0,0.7455357142857143,0.7455357142857143,0.7455357142857143,48863bcd82f246e58c4f3c6d71f2a25a
2017,103,266142,3824321.6506209,8384,554,2,2,9,9.0,1746.0,52.88888888888889,53.33333333333334,52.88888766666667,53.333332111111105,53.33333333333334,0.8441395399305556,0.36903316414835424,0.0,0.0,0.6052083333333333,0.6052083333333333,0.6052083333333333,5b4b39bff22d4de182c2b7a9dc253c3d
2017,142,2291341,43460013.43634751,66500,3154,1,9,51,51.0,9983.0,56.66666666666666,56.68627450980392,56.30942294117647,56.329030784313716,56.32901960784314,0.9998929731181034,0.3989209321984817,99.5,99.5,1.010345379736701,0.9896546202632991,0.9896546202632991,84bcfdca7b214fda832fdd8fb7fb82ad
2017,48,63400,1112755.5066916645,4473,1034,4,4,8,8.0,1327.0,36.75,36.75,27.280823125,27.280823125,27.28,0.35891449612092696,0.2895343647702564,0.0,0.0,0.19932184750733134,0.1993218475073314,0.1993218475073314,7c257c074b66489e9563a2ac3142f729
2017,87,797208,11650495.48896,16400,1143,4,5,23,23.0,5655.0,56.60869565217392,57.06521739130435,40.17392030434783,40.63044204347826,40.630434782608695,0.6434587469629942,0.3338013712636401,0.0,0.0,0.4028892455858748,0.4028892455858748,0.4028892455858748,baea33e4e24b46bea89edc150df5602c
2017,145,96380,856651.8625216346,6027,1214,1,4,5,5.0,517.0,30.8,30.8,30.0175336,30.0175336,30.018,0.9395237887804552,0.3870595821285026,0.0,0.0,1.2459191151975482,0.7540808848024518,0.7540808848024518,fc02bcb9d2c84d30b95dd4d1dea8ba3d
2017,76,356943,4503857.801920868,15054,1084,1,3,13,13.0,1877.0,51.69230769230769,51.92307692307693,51.692306,51.92307523076924,51.92307692307693,0.7917936899862825,0.3594997891926786,0.0,0.0,0.5437037037037037,0.5437037037037037,0.5437037037037037,dbb6aa39343d41eb99b2c6ed32afa9f7
2017,80,36533,1050323.4163843282,4964,2928,1,19,20,20.0,6265.0,28.7,28.7,14.7,14.7,14.7,0.9668859040214726,0.3923913555612784,23.5,23.5,1.1819727891156462,0.8180272108843538,0.8180272108843538,048173d373a34bde82ab5d181a73de1a
2017,103,199158,2140055.680111389,10598,1080,2,3,8,8.0,1129.0,42.0,42.0625,41.999997625,42.062497625,42.0625,0.6911745549523214,0.3418609321596513,0.0,0.0,0.4442793462109955,0.4442793462109955,0.4442793462109955,4e901d2dd20a448bbb3fc6c4d6601d40
2017,129,386225,5369543.534751205,8431,724,1,2,9,9.0,1496.0,52.88888888888889,52.944444444444436,52.88888766666667,52.944443222222226,52.944444444444436,0.9995144289475221,0.3988454347467838,23.0,23.0,1.0220356768100731,0.9779643231899268,0.9779643231899268,f895448c7ebd4ea6b5bdfde17d015f19
2017,179,7319719,130192416.76105179,143247,4409,1,13,113,113.0,24740.0,56.787610619469035,56.93805309734513,53.301944212389394,53.45238669026549,53.452389380530974,0.996044496939668,0.3981540514133943,32.5,32.5,1.062892790209466,0.9371072097905341,0.9371072097905341,96d73ddfe6854ecca20270fde2f01ed4
2017,168,4924845,84911775.08265206,79359,2912,1,8,62,62.0,13364.0,55.41935483870968,55.451612903225815,55.41933998387096,55.4515980483871,55.451612903225815,0.9746395764614152,0.3939155451886696,0.0,0.0,1.1592495636998257,0.8407504363001745,0.8407504363001745,aadaf5e80a5a48fc80c0851952c09263
2017,197,1789604,31390366.81522838,36176,1092,1,3,26,26.0,6056.0,56.07692307692307,56.07692307692307,56.076915,56.076915,56.07692307692307,0.9976286172877142,0.3984695383064529,77.0,77.0,1.0486968449931413,0.9513031550068588,0.9513031550068588,b2f7bca09eef46a0a90b4b3613433758
2017,1,90,682.4048539700694,8,2,1,1,1,1.0,420.0,28.0,28.0,28.0,28.0,28.0,0.0,0.24197072451914334,0.0,0.0,0.0,0.0,0.0,e393ce9b7bcc4957836b7bea0c7e23eb
2017,78,444046,5636627.253723517,17282,1441,1,4,15,15.0,2396.0,48.53333333333333,48.7,48.5333326,48.69999926666666,48.7,0.8087060281908681,0.3625526698480783,0.0,0.0,0.5626283367556468,0.5626283367556468,0.5626283367556468,1be51bc301bc4c64b1dcd498dd4bc755
2017,73,47795,481645.01388271234,2787,793,2,4,4,4.0,310.0,28.0,28.0,28.0,28.0,28.0,0.8787468112244898,0.3754743467859841,0.0,0.0,0.6517857142857143,0.6517857142857143,0.6517857142857143,146150c210f14421986fa2079a9cfb02
2017,35,212001,1802246.0400934557,4080,1132,1,4,7,7.0,899.0,34.0,34.0,33.999998285714284,33.999998285714284,34.0,0.8870136289810041,0.3770295477109769,0.0,0.0,0.6638655462184874,0.6638655462184874,0.6638655462184874,8c05ab2bfe9a4919a32b79383dad00aa
2017,84,767619,9729499.907493556,30013,2162,1,6,27,27.0,4580.0,53.407407407407405,53.685185185185176,52.76671940740741,53.044497185185186,53.04444444444446,0.8698423843125656,0.37380637069489947,0.0,0.0,0.6392263650328166,0.6392263650328166,0.6392263650328166,3d5f2d6fd1c04397b6447988d145e109
2017,72,239525,2912478.8393270764,11816,1075,1,4,16,16.0,2446.0,49.875,50.0625,29.2681525625,29.4556525625,29.455,0.8111934494444584,0.36300386097378096,0.0,0.0,0.565481242573417,0.565481242573417,0.565481242573417,dfa72feb5c9e408d972afb025b34e13b
2017,24,28914,339195.97943878506,853,323,1,2,2,2.0,566.0,28.0,28.0,28.0,28.0,28.0,0.5867346938775511,0.32446708327726576,0.0,0.0,0.35714285714285715,0.3571428571428572,0.3571428571428572,cc0cd73a243e42d7961a136a16adb02a
2017,74,35500,352671.389341498,3458,608,1,2,4,4.0,550.0,35.0,35.0,34.999998,34.999998,35.0,0.3075382653061224,0.2821914886974887,0.0,0.0,0.16785714285714284,0.16785714285714282,0.16785714285714282,b00ade78ed5f4522b071532f55e2d557
2017,219,346024,3513603.3304770524,17595,1092,1,3,13,13.0,2230.0,52.769230769230774,53.03846153846154,52.769230769230774,53.03846153846154,53.03846153846154,0.7646448514730172,0.3546527605587773,0.0,0.0,0.5148658448150834,0.5148658448150834,0.5148658448150834,62c702e800634cd990539f9d2e84d6bb
2017,127,324201,4075937.9893229785,8780,1092,1,3,7,7.0,1413.0,42.0,42.0,41.99999785714285,41.99999785714285,42.0,0.9749843815077052,0.3939834630770056,0.0,0.0,0.8418367346938775,0.8418367346938775,0.8418367346938775,96567e74e9d6445d8084792bda7d87b4
2017,163,319554,6902006.467766321,11406,703,1,2,9,9.0,1262.0,52.88888888888889,52.88888888888889,52.88888766666667,52.88888766666667,52.88888888888889,0.9996016789068568,0.3988628347502997,0.0,0.0,0.9800420168067226,0.9800420168067226,0.9800420168067226,c72e8f94e9f54fa9ab82fe595653f6c6
2017,99,743038,11854194.34420693,7302,362,1,1,6,6.0,1892.0,63.0,63.25,63.0,63.25,63.25,0.995660332487966,0.3980775804415597,0.0,0.0,1.0658761528326746,0.9341238471673254,0.9341238471673254,425cbf1d24a24aceb1a27e9eb4ba2036
2017,2,85,735.2608949605736,10,5,1,2,2,2.0,270.0,30.8,30.8,5.8684932,5.8684932,5.8698904,0.0,0.24197072451914334,0.0,0.0,0.0,0.0,0.0,074e669e68cb44c98d98bfdeb68d69f1
2017,109,3192207,41183946.66604683,69869,4355,2,12,62,62.0,10127.0,57.806451612903224,57.95967741935484,57.583739435483864,57.73696524193547,57.736935483870965,0.9957155921038642,0.39808857940060494,0.0,0.0,1.0654553885951017,0.9345446114048984,0.9345446114048984,25a694dd068d4e2ea930b11c0d67edd7
2017,44,42481,633718.195966559,1486,456,2,2,3,3.0,531.0,30.8,30.8,13.3249314,13.3249314,13.326,0.4563067994465845,0.3039825035082567,0.0,0.0,0.2626444544499475,0.26264445444994755,0.26264445444994755,26977dff379c4afdaa0850640540cd98
2017,71,153605,1624356.371576171,5470,490,1,2,7,7.0,1137.0,46.0,46.14285714285714,28.432876142857147,28.57573328571429,28.575714285714287,0.7372688027706207,0.3498313380891637,0.0,0.0,0.4874268859671049,0.4874268859671049,0.4874268859671049,79c4b1e6f1b04e4e834053ddd7cd5d76
2018,6,486,2543.9618842943223,233,204,1,1,1,1.0,99.0,28.0,28.0,25.545206,25.55,25.55,0.0,0.010273180268933636,0.0,0.0,3.705283757338552,0.0,0.0,67b8386151eb47c08f3e3cfee530d6ac
2018,33,20184,264065.29444473,775,362,1,1,1,1.0,289.0,28.0,28.0,28.0,28.0,28.0,1.0,0.3989422804014327,0.0,0.0,1.0,1.0,1.0,30a11a80230b43fda939800761a43491
2018,180,447177,5204673.9526977325,8200,360,1,1,7,7.0,1486.0,63.0,64.0,63.0,64.0,64.0,0.9937843670280612,0.39770436560782174,0.0,0.0,0.9211607142857144,0.9211607142857144,0.9211607142857144,9e8d7d32911849f9b85c33645a0bb3a1
2018,32,37288,574805.5905679228,1122,363,1,1,1,1.0,154.0,28.0,28.0,28.0,28.0,28.0,0.95484375,0.3900358354912581,0.0,0.0,1.2125,0.7874999999999999,0.7874999999999999,e6a24a11f8e34d4aa0ffa49cb2e814b8
